event_id,event_time,transaction_id,payment_id,merchant_id,fraud_risk_score,fraud_decision,payment_incident_detected,payment_incident_type,payment_incident_severity,amount,payment_method,scenario_type,expected_spike,synthetic_monitoring_note
mon_evt_0015349,2026-08-29T09:57:45,10015349,pay_mon_0015349,merchant_038,0.71751,REVIEW,True,CAPTURED_BUT_UNFULFILLED,HIGH,33.31,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015350,2026-08-29T09:57:56,10015350,pay_mon_0015350,merchant_114,0.045729,ALLOW,False,NORMAL_PAYMENT,NONE,61.99,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015351,2026-08-29T09:58:07,10015351,pay_mon_0015351,merchant_067,0.225443,ALLOW,False,NORMAL_PAYMENT,NONE,41.41,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015352,2026-08-29T09:58:18,10015352,pay_mon_0015352,merchant_096,0.080236,ALLOW,True,COMPLAINT_ESCALATION_RISK,CRITICAL,78.08,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015353,2026-08-29T09:58:30,10015353,pay_mon_0015353,merchant_059,0.079635,ALLOW,False,NORMAL_PAYMENT,NONE,44.48,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015354,2026-08-29T09:58:41,10015354,pay_mon_0015354,merchant_060,0.139464,ALLOW,True,COMPLAINT_ESCALATION_RISK,CRITICAL,155.26,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015355,2026-08-29T09:58:52,10015355,pay_mon_0015355,merchant_034,0.107566,ALLOW,False,NORMAL_PAYMENT,NONE,95.19,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015356,2026-08-29T09:59:03,10015356,pay_mon_0015356,merchant_032,0.332026,ALLOW,True,CAPTURED_BUT_UNFULFILLED,HIGH,47.23,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015357,2026-08-29T09:59:15,10015357,pay_mon_0015357,merchant_061,0.531148,ALLOW,False,NORMAL_PAYMENT,NONE,19.17,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015358,2026-08-29T09:59:26,10015358,pay_mon_0015358,merchant_049,0.121345,ALLOW,False,NORMAL_PAYMENT,NONE,71.7,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015359,2026-08-29T09:59:37,10015359,pay_mon_0015359,merchant_048,0.032157,ALLOW,False,NORMAL_PAYMENT,NONE,28.46,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015360,2026-08-29T09:59:48,10015360,pay_mon_0015360,merchant_004,0.179104,ALLOW,False,NORMAL_PAYMENT,NONE,36.9,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015361,2026-08-29T10:00:00,10015361,pay_mon_0015361,merchant_097,0.134372,ALLOW,False,NORMAL_PAYMENT,NONE,50.13,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015362,2026-08-29T10:00:11,10015362,pay_mon_0015362,merchant_090,0.002354,ALLOW,False,NORMAL_PAYMENT,NONE,28.34,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015363,2026-08-29T10:00:22,10015363,pay_mon_0015363,merchant_096,0.12777,ALLOW,False,NORMAL_PAYMENT,NONE,26.12,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015364,2026-08-29T10:00:33,10015364,pay_mon_0015364,merchant_028,0.07501,ALLOW,False,NORMAL_PAYMENT,NONE,92.5,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015365,2026-08-29T10:00:45,10015365,pay_mon_0015365,merchant_008,0.234242,ALLOW,False,NORMAL_PAYMENT,NONE,270.21,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015366,2026-08-29T10:00:56,10015366,pay_mon_0015366,merchant_042,0.0959,ALLOW,False,NORMAL_PAYMENT,NONE,110.91,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015367,2026-08-29T10:01:07,10015367,pay_mon_0015367,merchant_049,0.103258,ALLOW,False,NORMAL_PAYMENT,NONE,138.67,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015368,2026-08-29T10:01:18,10015368,pay_mon_0015368,merchant_111,0.195598,ALLOW,False,NORMAL_PAYMENT,NONE,65.03,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015369,2026-08-29T10:01:30,10015369,pay_mon_0015369,merchant_009,0.070138,ALLOW,False,NORMAL_PAYMENT,NONE,341.13,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015370,2026-08-29T10:01:41,10015370,pay_mon_0015370,merchant_056,0.023603,ALLOW,False,NORMAL_PAYMENT,NONE,87.77,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015371,2026-08-29T10:01:52,10015371,pay_mon_0015371,merchant_096,0.870487,REVIEW,False,NORMAL_PAYMENT,NONE,263.01,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015372,2026-08-29T10:02:03,10015372,pay_mon_0015372,merchant_022,0.210168,ALLOW,False,NORMAL_PAYMENT,NONE,39.12,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015373,2026-08-29T10:02:15,10015373,pay_mon_0015373,merchant_063,0.138681,ALLOW,False,NORMAL_PAYMENT,NONE,59.88,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015374,2026-08-29T10:02:26,10015374,pay_mon_0015374,merchant_024,0.12615,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,17.37,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015375,2026-08-29T10:02:37,10015375,pay_mon_0015375,merchant_043,0.102554,ALLOW,False,NORMAL_PAYMENT,NONE,85.05,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015376,2026-08-29T10:02:48,10015376,pay_mon_0015376,merchant_079,0.107592,ALLOW,False,NORMAL_PAYMENT,NONE,41.93,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015377,2026-08-29T10:03:00,10015377,pay_mon_0015377,merchant_039,0.012431,ALLOW,False,NORMAL_PAYMENT,NONE,80.76,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015378,2026-08-29T10:03:11,10015378,pay_mon_0015378,merchant_055,0.993362,REVIEW,False,NORMAL_PAYMENT,NONE,179.53,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015379,2026-08-29T10:03:22,10015379,pay_mon_0015379,merchant_035,0.568197,ALLOW,False,NORMAL_PAYMENT,NONE,33.87,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015380,2026-08-29T10:03:33,10015380,pay_mon_0015380,merchant_093,0.019473,ALLOW,False,NORMAL_PAYMENT,NONE,21.74,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015381,2026-08-29T10:03:45,10015381,pay_mon_0015381,merchant_109,0.373686,ALLOW,False,NORMAL_PAYMENT,NONE,84.48,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015382,2026-08-29T10:03:56,10015382,pay_mon_0015382,merchant_089,0.085661,ALLOW,False,NORMAL_PAYMENT,NONE,14.55,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015383,2026-08-29T10:04:07,10015383,pay_mon_0015383,merchant_023,0.31824,ALLOW,False,NORMAL_PAYMENT,NONE,47.06,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015384,2026-08-29T10:04:18,10015384,pay_mon_0015384,merchant_040,0.080075,ALLOW,True,RETRY_RELATED_PAYMENT_RISK,MEDIUM,25.67,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015385,2026-08-29T10:04:30,10015385,pay_mon_0015385,merchant_030,0.347947,ALLOW,False,NORMAL_PAYMENT,NONE,53.53,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015386,2026-08-29T10:04:41,10015386,pay_mon_0015386,merchant_067,0.100486,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,50.87,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015387,2026-08-29T10:04:52,10015387,pay_mon_0015387,merchant_091,0.037552,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,108.38,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015388,2026-08-29T10:05:03,10015388,pay_mon_0015388,merchant_100,0.079553,ALLOW,True,DEBIT_SERVICE_MISMATCH,HIGH,54.22,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015389,2026-08-29T10:05:15,10015389,pay_mon_0015389,merchant_059,0.088624,ALLOW,False,NORMAL_PAYMENT,NONE,59.2,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015390,2026-08-29T10:05:26,10015390,pay_mon_0015390,merchant_033,0.165155,ALLOW,False,NORMAL_PAYMENT,NONE,31.36,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015391,2026-08-29T10:05:37,10015391,pay_mon_0015391,merchant_093,0.601389,REVIEW,True,COMPLAINT_ESCALATION_RISK,CRITICAL,97.91,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015392,2026-08-29T10:05:48,10015392,pay_mon_0015392,merchant_003,0.153259,ALLOW,False,NORMAL_PAYMENT,NONE,69.44,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015393,2026-08-29T10:06:00,10015393,pay_mon_0015393,merchant_027,0.021646,ALLOW,True,RETRY_RELATED_PAYMENT_RISK,MEDIUM,72.58,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015394,2026-08-29T10:06:11,10015394,pay_mon_0015394,merchant_115,0.067649,ALLOW,False,NORMAL_PAYMENT,NONE,37.24,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015395,2026-08-29T10:06:22,10015395,pay_mon_0015395,merchant_094,0.275241,ALLOW,False,NORMAL_PAYMENT,NONE,53.51,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015396,2026-08-29T10:06:33,10015396,pay_mon_0015396,merchant_047,0.135404,ALLOW,False,NORMAL_PAYMENT,NONE,152.53,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015397,2026-08-29T10:06:45,10015397,pay_mon_0015397,merchant_013,0.068696,ALLOW,False,NORMAL_PAYMENT,NONE,18.71,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015398,2026-08-29T10:06:56,10015398,pay_mon_0015398,merchant_071,0.387308,ALLOW,False,NORMAL_PAYMENT,NONE,221.55,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015399,2026-08-29T10:07:07,10015399,pay_mon_0015399,merchant_108,0.012367,ALLOW,False,NORMAL_PAYMENT,NONE,48.51,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015400,2026-08-29T10:07:18,10015400,pay_mon_0015400,merchant_037,0.033161,ALLOW,False,NORMAL_PAYMENT,NONE,143.15,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015401,2026-08-29T10:07:30,10015401,pay_mon_0015401,merchant_047,0.045366,ALLOW,False,NORMAL_PAYMENT,NONE,72.16,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015402,2026-08-29T10:07:41,10015402,pay_mon_0015402,merchant_115,0.91894,REVIEW,True,COMPLAINT_ESCALATION_RISK,CRITICAL,34.31,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015403,2026-08-29T10:07:52,10015403,pay_mon_0015403,merchant_064,0.06097,ALLOW,False,NORMAL_PAYMENT,NONE,107.53,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015404,2026-08-29T10:08:03,10015404,pay_mon_0015404,merchant_052,0.072331,ALLOW,False,NORMAL_PAYMENT,NONE,97.75,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015405,2026-08-29T10:08:15,10015405,pay_mon_0015405,merchant_030,0.051613,ALLOW,False,NORMAL_PAYMENT,NONE,125.4,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015406,2026-08-29T10:08:26,10015406,pay_mon_0015406,merchant_092,0.073704,ALLOW,False,NORMAL_PAYMENT,NONE,26.36,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015407,2026-08-29T10:08:37,10015407,pay_mon_0015407,merchant_048,0.08548,ALLOW,False,NORMAL_PAYMENT,NONE,144.82,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015408,2026-08-29T10:08:48,10015408,pay_mon_0015408,merchant_001,0.094568,ALLOW,False,NORMAL_PAYMENT,NONE,58.99,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015409,2026-08-29T10:09:00,10015409,pay_mon_0015409,merchant_009,0.031653,ALLOW,False,NORMAL_PAYMENT,NONE,90.24,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015410,2026-08-29T10:09:11,10015410,pay_mon_0015410,merchant_015,0.05328,ALLOW,False,NORMAL_PAYMENT,NONE,23.83,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015411,2026-08-29T10:09:22,10015411,pay_mon_0015411,merchant_073,0.013662,ALLOW,False,NORMAL_PAYMENT,NONE,51.37,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015412,2026-08-29T10:09:33,10015412,pay_mon_0015412,merchant_065,0.868723,REVIEW,False,NORMAL_PAYMENT,NONE,30.95,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015413,2026-08-29T10:09:45,10015413,pay_mon_0015413,merchant_062,0.000182,ALLOW,False,NORMAL_PAYMENT,NONE,8.99,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015414,2026-08-29T10:09:56,10015414,pay_mon_0015414,merchant_085,0.0645,ALLOW,False,NORMAL_PAYMENT,NONE,88.41,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015415,2026-08-29T10:10:07,10015415,pay_mon_0015415,merchant_076,0.076361,ALLOW,False,NORMAL_PAYMENT,NONE,44.45,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015416,2026-08-29T10:10:18,10015416,pay_mon_0015416,merchant_032,0.065026,ALLOW,False,NORMAL_PAYMENT,NONE,167.17,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015417,2026-08-29T10:10:30,10015417,pay_mon_0015417,merchant_114,0.171902,ALLOW,False,NORMAL_PAYMENT,NONE,77.76,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015418,2026-08-29T10:10:41,10015418,pay_mon_0015418,merchant_026,0.015383,ALLOW,False,NORMAL_PAYMENT,NONE,118.61,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015419,2026-08-29T10:10:52,10015419,pay_mon_0015419,merchant_008,0.011709,ALLOW,False,NORMAL_PAYMENT,NONE,45.02,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015420,2026-08-29T10:11:03,10015420,pay_mon_0015420,merchant_014,0.112995,ALLOW,False,NORMAL_PAYMENT,NONE,103.94,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015421,2026-08-29T10:11:15,10015421,pay_mon_0015421,merchant_016,0.071354,ALLOW,False,NORMAL_PAYMENT,NONE,63.99,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015422,2026-08-29T10:11:26,10015422,pay_mon_0015422,merchant_074,0.768228,REVIEW,False,NORMAL_PAYMENT,NONE,41.57,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015423,2026-08-29T10:11:37,10015423,pay_mon_0015423,merchant_026,0.884445,REVIEW,False,NORMAL_PAYMENT,NONE,167.87,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015424,2026-08-29T10:11:48,10015424,pay_mon_0015424,merchant_080,0.114639,ALLOW,False,NORMAL_PAYMENT,NONE,145.6,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015425,2026-08-29T10:12:00,10015425,pay_mon_0015425,merchant_026,0.145963,ALLOW,False,NORMAL_PAYMENT,NONE,228.58,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015426,2026-08-29T10:12:11,10015426,pay_mon_0015426,merchant_115,0.164851,ALLOW,False,NORMAL_PAYMENT,NONE,109.3,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015427,2026-08-29T10:12:22,10015427,pay_mon_0015427,merchant_071,0.807461,REVIEW,False,NORMAL_PAYMENT,NONE,22.05,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015428,2026-08-29T10:12:33,10015428,pay_mon_0015428,merchant_091,0.093473,ALLOW,False,NORMAL_PAYMENT,NONE,60.92,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015429,2026-08-29T10:12:45,10015429,pay_mon_0015429,merchant_027,0.071435,ALLOW,True,COMPLAINT_ESCALATION_RISK,CRITICAL,126.2,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015430,2026-08-29T10:12:56,10015430,pay_mon_0015430,merchant_084,0.02488,ALLOW,False,NORMAL_PAYMENT,NONE,406.12,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015431,2026-08-29T10:13:07,10015431,pay_mon_0015431,merchant_094,0.926473,REVIEW,False,NORMAL_PAYMENT,NONE,233.43,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015432,2026-08-29T10:13:18,10015432,pay_mon_0015432,merchant_093,0.076085,ALLOW,False,NORMAL_PAYMENT,NONE,91.82,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015433,2026-08-29T10:13:30,10015433,pay_mon_0015433,merchant_118,0.268019,ALLOW,False,NORMAL_PAYMENT,NONE,50.09,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015434,2026-08-29T10:13:41,10015434,pay_mon_0015434,merchant_007,0.315879,ALLOW,False,NORMAL_PAYMENT,NONE,43.93,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015435,2026-08-29T10:13:52,10015435,pay_mon_0015435,merchant_113,0.061228,ALLOW,False,NORMAL_PAYMENT,NONE,48.35,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015436,2026-08-29T10:14:03,10015436,pay_mon_0015436,merchant_115,0.787431,REVIEW,True,DEBIT_SERVICE_MISMATCH,HIGH,91.47,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015437,2026-08-29T10:14:15,10015437,pay_mon_0015437,merchant_051,0.132249,ALLOW,False,NORMAL_PAYMENT,NONE,23.78,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015438,2026-08-29T10:14:26,10015438,pay_mon_0015438,merchant_051,0.088299,ALLOW,False,NORMAL_PAYMENT,NONE,25.82,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015439,2026-08-29T10:14:37,10015439,pay_mon_0015439,merchant_084,0.821374,REVIEW,False,NORMAL_PAYMENT,NONE,49.12,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015440,2026-08-29T10:14:48,10015440,pay_mon_0015440,merchant_111,0.046657,ALLOW,False,NORMAL_PAYMENT,NONE,16.96,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015441,2026-08-29T10:15:00,10015441,pay_mon_0015441,merchant_118,0.1192,ALLOW,False,NORMAL_PAYMENT,NONE,26.62,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015442,2026-08-29T10:15:11,10015442,pay_mon_0015442,merchant_062,0.078266,ALLOW,False,NORMAL_PAYMENT,NONE,34.04,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015443,2026-08-29T10:15:22,10015443,pay_mon_0015443,merchant_092,0.069699,ALLOW,False,NORMAL_PAYMENT,NONE,130.67,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015444,2026-08-29T10:15:33,10015444,pay_mon_0015444,merchant_106,0.151102,ALLOW,False,NORMAL_PAYMENT,NONE,56.54,wallet,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015445,2026-08-29T10:15:45,10015445,pay_mon_0015445,merchant_090,0.059439,ALLOW,False,NORMAL_PAYMENT,NONE,31.28,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015446,2026-08-29T10:15:56,10015446,pay_mon_0015446,merchant_038,0.045937,ALLOW,False,NORMAL_PAYMENT,NONE,38.06,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015447,2026-08-29T10:16:07,10015447,pay_mon_0015447,merchant_089,0.9208,REVIEW,False,NORMAL_PAYMENT,NONE,91.5,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015448,2026-08-29T10:16:18,10015448,pay_mon_0015448,merchant_101,0.174812,ALLOW,False,NORMAL_PAYMENT,NONE,38.33,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015449,2026-08-29T10:16:30,10015449,pay_mon_0015449,merchant_083,0.404626,ALLOW,True,COMPLAINT_ESCALATION_RISK,CRITICAL,128.23,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015450,2026-08-29T10:16:41,10015450,pay_mon_0015450,merchant_058,0.394647,ALLOW,False,NORMAL_PAYMENT,NONE,108.58,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015451,2026-08-29T10:16:52,10015451,pay_mon_0015451,merchant_018,0.667688,REVIEW,False,NORMAL_PAYMENT,NONE,64.37,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015452,2026-08-29T10:17:03,10015452,pay_mon_0015452,merchant_093,0.182725,ALLOW,False,NORMAL_PAYMENT,NONE,32.87,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015453,2026-08-29T10:17:15,10015453,pay_mon_0015453,merchant_100,0.041041,ALLOW,False,NORMAL_PAYMENT,NONE,282.05,upi,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015454,2026-08-29T10:17:26,10015454,pay_mon_0015454,merchant_086,0.298056,ALLOW,False,NORMAL_PAYMENT,NONE,50.85,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015455,2026-08-29T10:17:37,10015455,pay_mon_0015455,merchant_052,0.740816,REVIEW,True,RETRY_RELATED_PAYMENT_RISK,MEDIUM,239.13,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015456,2026-08-29T10:17:48,10015456,pay_mon_0015456,merchant_070,0.050271,ALLOW,False,NORMAL_PAYMENT,NONE,13.44,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015457,2026-08-29T10:18:00,10015457,pay_mon_0015457,merchant_005,0.073984,ALLOW,False,NORMAL_PAYMENT,NONE,58.63,netbanking,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015458,2026-08-29T10:18:11,10015458,pay_mon_0015458,merchant_090,0.036605,ALLOW,False,NORMAL_PAYMENT,NONE,66.98,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
mon_evt_0015459,2026-08-29T10:18:22,10015459,pay_mon_0015459,merchant_064,0.036662,ALLOW,False,NORMAL_PAYMENT,NONE,26.23,card,COMPLAINT_SPIKE,True,Synthetic monitoring time; not live merchant or payment-provider traffic.
