window_start,window_end,scenario_type,expected_spike,status,primary_driver,review_rate,payment_incident_rate,critical_high_incident_rate,debit_service_mismatch_rate,complaint_escalation_rate,retry_risk_rate,recommended_action
2026-08-30T01:00:00,2026-08-30T01:15:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2375,0.375,0.2625,0.125,0.075,0.1125,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T01:15:00,2026-08-30T01:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3375,0.3,0.2625,0.1375,0.05,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T01:30:00,2026-08-30T01:45:00,MIXED_RISK_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.3375,0.3,0.1875,0.1125,0.05,0.1125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-30T01:45:00,2026-08-30T02:00:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2,0.35,0.2875,0.1875,0.0125,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T02:00:00,2026-08-30T02:15:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.375,0.3875,0.2875,0.15,0.0625,0.1,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T02:15:00,2026-08-30T02:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.2625,0.225,0.2,0.0625,0.0375,0.025,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T02:30:00,2026-08-30T02:45:00,MIXED_RISK_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.3875,0.325,0.3,0.175,0.075,0.025,Prioritize high and critical payment incident response.
2026-08-30T02:45:00,2026-08-30T03:00:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.35,0.275,0.2375,0.15,0.0625,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T03:00:00,2026-08-30T03:15:00,MIXED_RISK_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.375,0.3375,0.3125,0.2,0.0625,0.025,Prioritize high and critical payment incident response.
2026-08-30T03:15:00,2026-08-30T03:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3875,0.3625,0.2625,0.1375,0.05,0.1,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T03:30:00,2026-08-30T03:45:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3125,0.225,0.175,0.125,0.0125,0.05,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T03:45:00,2026-08-30T04:00:00,MIXED_RISK_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.3375,0.2375,0.15,0.1,0.025,0.0875,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-30T04:00:00,2026-08-30T04:15:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.35,0.275,0.2125,0.1125,0.025,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T04:15:00,2026-08-30T04:30:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.375,0.2375,0.175,0.1,0.05,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T04:30:00,2026-08-30T04:45:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.3375,0.2875,0.2375,0.125,0.075,0.05,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T04:45:00,2026-08-30T05:00:00,MIXED_RISK_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.325,0.1875,0.1625,0.0625,0.0625,0.025,Review unresolved customer complaints and refund status.
2026-08-30T05:00:00,2026-08-30T05:15:00,MIXED_RISK_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.275,0.3,0.2625,0.1375,0.075,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T05:15:00,2026-08-30T05:30:00,MIXED_RISK_SPIKE,True,CRITICAL,CRITICAL_HIGH_INCIDENT_RATE,0.325,0.275,0.25,0.0875,0.075,0.025,Prioritize high and critical payment incident response.
2026-08-30T05:30:00,2026-08-30T05:45:00,RECOVERY,False,CRITICAL,PAYMENT_INCIDENT_RATE,0.1,0.0875,0.05,0.0125,0.0125,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T05:45:00,2026-08-30T06:00:00,RECOVERY,False,ELEVATED,PAYMENT_INCIDENT_RATE,0.1375,0.05,0.05,0.025,0.0,0.0,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T06:00:00,2026-08-30T06:15:00,RECOVERY,False,NORMAL,PAYMENT_INCIDENT_RATE,0.125,0.0625,0.05,0.0375,0.0,0.0125,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T06:15:00,2026-08-30T06:30:00,RECOVERY,False,ELEVATED,CAPTURED_UNFULFILLED_RATE,0.1,0.0625,0.0625,0.0125,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T06:30:00,2026-08-30T06:45:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.1125,0.0125,0.0125,0.0125,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T06:45:00,2026-08-30T07:00:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.125,0.0625,0.0625,0.025,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T07:00:00,2026-08-30T07:15:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.05,0.0625,0.05,0.0125,0.0,0.0125,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T07:15:00,2026-08-30T07:30:00,RECOVERY,False,ELEVATED,MEAN_FRAUD_RISK,0.1625,0.0625,0.0375,0.0375,0.0,0.025,Review the recent transaction fraud-risk distribution.
2026-08-30T07:30:00,2026-08-30T07:45:00,RECOVERY,False,NORMAL,RETRY_RISK_RATE,0.0875,0.0375,0.0125,0.0125,0.0,0.025,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-30T07:45:00,2026-08-30T08:00:00,RECOVERY,False,NORMAL,VERY_HIGH_RISK_RATE,0.1375,0.0375,0.025,0.0125,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T08:00:00,2026-08-30T08:15:00,RECOVERY,False,NORMAL,DEBIT_SERVICE_MISMATCH_RATE,0.1125,0.05,0.05,0.0375,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-30T08:15:00,2026-08-30T08:30:00,RECOVERY,False,NORMAL,DEBIT_SERVICE_MISMATCH_RATE,0.125,0.05,0.0375,0.0375,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-30T08:30:00,2026-08-30T08:45:00,RECOVERY,False,NORMAL,COMPLAINT_ESCALATION_RATE,0.1125,0.0375,0.025,0.0,0.0125,0.0125,Review unresolved customer complaints and refund status.
2026-08-30T08:45:00,2026-08-30T09:00:00,RECOVERY,False,NORMAL,PAYMENT_INCIDENT_RATE,0.125,0.075,0.0625,0.025,0.0125,0.0125,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T09:00:00,2026-08-30T09:15:00,RECOVERY,False,ELEVATED,CRITICAL_HIGH_INCIDENT_RATE,0.0625,0.1125,0.1,0.0625,0.0,0.0125,Prioritize high and critical payment incident response.
2026-08-30T09:15:00,2026-08-30T09:30:00,RECOVERY,False,NORMAL,MEAN_FRAUD_RISK,0.15,0.0375,0.0375,0.0125,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-30T09:30:00,2026-08-30T09:45:00,RECOVERY,False,NORMAL,VERY_HIGH_RISK_RATE,0.1,0.0375,0.025,0.0,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T09:45:00,2026-08-30T10:00:00,RECOVERY,False,NORMAL,REVIEW_RATE,0.15,0.05,0.0375,0.0125,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T10:00:00,2026-08-30T10:15:00,RECOVERY,False,ELEVATED,MEAN_FRAUD_RISK,0.1875,0.0125,0.0125,0.0125,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-30T10:15:00,2026-08-30T10:30:00,RECOVERY,False,NORMAL,REVIEW_RATE,0.1375,0.0375,0.0375,0.0125,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T10:30:00,2026-08-30T10:45:00,RECOVERY,False,NORMAL,RETRY_RISK_RATE,0.1,0.0375,0.025,0.0125,0.0,0.0125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-30T10:45:00,2026-08-30T11:00:00,RECOVERY,False,NORMAL,REVIEW_RATE,0.15,0.025,0.025,0.025,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T11:00:00,2026-08-30T11:15:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.05,0.05,0.05,0.025,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T11:15:00,2026-08-30T11:30:00,RECOVERY,False,NORMAL,DEBIT_SERVICE_MISMATCH_RATE,0.1,0.075,0.0625,0.05,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-30T11:30:00,2026-08-30T11:45:00,RECOVERY,False,HIGH,RETRY_RISK_RATE,0.1,0.0875,0.05,0.025,0.0125,0.0375,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-30T11:45:00,2026-08-30T12:00:00,RECOVERY,False,NORMAL,VERY_HIGH_RISK_RATE,0.1,0.0375,0.025,0.0125,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T12:00:00,2026-08-30T12:15:00,RECOVERY,False,NORMAL,PAYMENT_INCIDENT_RATE,0.075,0.075,0.0625,0.0375,0.0,0.0125,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-30T12:15:00,2026-08-30T12:30:00,RECOVERY,False,NORMAL,DEBIT_SERVICE_MISMATCH_RATE,0.1375,0.075,0.0625,0.05,0.0,0.0125,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-30T12:30:00,2026-08-30T12:45:00,RECOVERY,False,ELEVATED,COMPLAINT_ESCALATION_RATE,0.175,0.05,0.0375,0.0,0.025,0.0125,Review unresolved customer complaints and refund status.
2026-08-30T12:45:00,2026-08-30T13:00:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.1125,0.05,0.05,0.025,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T13:00:00,2026-08-30T13:15:00,RECOVERY,False,ELEVATED,CRITICAL_HIGH_INCIDENT_RATE,0.125,0.125,0.1125,0.0625,0.0125,0.0125,Prioritize high and critical payment incident response.
2026-08-30T13:15:00,2026-08-30T13:30:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.0625,0.025,0.025,0.0125,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T13:30:00,2026-08-30T13:45:00,RECOVERY,False,NORMAL,MEAN_FRAUD_RISK,0.1625,0.0875,0.075,0.0375,0.0125,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-30T13:45:00,2026-08-30T14:00:00,RECOVERY,False,ELEVATED,COMPLAINT_ESCALATION_RATE,0.1125,0.1,0.0875,0.05,0.025,0.0125,Review unresolved customer complaints and refund status.
2026-08-30T14:00:00,2026-08-30T14:15:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.075,0.0875,0.0625,0.025,0.0,0.025,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T14:15:00,2026-08-30T14:30:00,RECOVERY,False,ELEVATED,VERY_HIGH_RISK_RATE,0.1375,0.0625,0.0625,0.0375,0.0125,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T14:30:00,2026-08-30T14:45:00,RECOVERY,False,ELEVATED,VERY_HIGH_RISK_RATE,0.1625,0.025,0.025,0.025,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-30T14:45:00,2026-08-30T15:00:00,RECOVERY,False,NORMAL,RETRY_RISK_RATE,0.1125,0.0375,0.0125,0.0,0.0,0.025,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-30T15:00:00,2026-08-30T15:15:00,RECOVERY,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.1125,0.05,0.05,0.025,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-30T15:15:00,2026-08-30T15:30:00,RECOVERY,False,NORMAL,CRITICAL_HIGH_INCIDENT_RATE,0.1625,0.0875,0.0875,0.0375,0.0125,0.0,Prioritize high and critical payment incident response.
